"id","name","nameId","originalId","gender","address","kind","species","level","hp","mp","physicalAttack","physicalDefense","magicalAttack","magicalDefense","speed","technique","charm","luck","armor","commandPatternId","hpHard","mpHard","physicalAttackHard","physicalDefenseHard","magicalAttackHard","magicalDefenseHard","speedHard","techniqueHard","charmHard","luckHard","armorHard","commandPatternIdHard","defenseCommandId","effectScale","directionAngleId","dlcID","area","drop_0_name","drop_0_weight","drop_0_steal","drop_1_name","drop_1_weight","drop_1_steal","drop_2_name","drop_2_weight","drop_2_steal","drop_3_name","drop_3_weight","drop_3_steal","description"
60432,"Rabbit Archwitch","en_60432",60432,2,"Enemy/en_60432",1,0,28,169,188,134,46,164,46,111,114,0,111,0,60432,179,188,136,46,166,46,111,117,0,111,0,60432,0,1,4,0,"The Greatwood","Rune of Magic",7,1,"Rune of High Magic",3,0,"","","","","","","Continent-wide rabbit species. As the highest form of rabbit wizard, the rabbit archwitch is an advanced magician capable of riding a broomstick."
60440,"Bear Rider","en_60440",60440,2,"Enemy/en_60440",1,0,22,141,128,138,53,113,42,76,84,0,82,0,60440,149,128,140,53,114,42,76,86,0,82,0,60440,0,1,4,0,"The Greatwood","Rune of Power Smash",5,1,"Bear Rider",5,0,"","","","","","","A subspecies of rabbit knight found all over the continent. Commands a bear as an apprentice beast-tamer. Calls its fellows using a flute."
60441,"Bushtamer","en_60441",60441,2,"Enemy/en_60441",1,0,39,324,281,256,96,210,76,84,141,0,135,0,60441,343,281,261,96,214,76,84,146,0,135,0,60441,0,1,4,0,"The Eldroad","Rune of Armor Piercing",5,1,"","","","","","","","","","A rabbit found all over the continent. A higher form of bear rider that commands particularly ferocious bears. Calls its friends using a flute."
60450,"Land Octopus","en_60450",60450,2,"Enemy/en_60450",1,0,9,67,67,65,27,62,27,42,34,0,34,0,60450,70,67,65,27,62,27,42,34,0,34,0,60450,0,1,4,0,"Abandoned Mine","","","","","","","","","","","","","A molluscoid monster that inhabits tunnels. Usually hides inside a hard shell. Throws stones to intimidate enemies."
60460,"Death tracker","en_60460",60460,2,"Enemy/en_60460",1,0,12,72,72,84,30,84,30,56,51,0,52,0,60460,75,72,85,30,85,30,56,52,0,52,0,60460,0,1,4,0,"Abandoned Mine","","","","","","","","","","","","","A reptilian monster that inhabits tunnels. Discharges toxic gas from its body to protect itself from enemies."
60470,"Wyvern","en_60470",60470,2,"Enemy/en_60470",1,0,19,119,119,113,51,113,51,77,62,0,61,0,60470,126,119,114,51,114,51,77,63,0,61,0,60470,0,1,4,0,"Around Headquarters","Rune of Fire",3,1,"Wyvern",5,0,"","","","","","","A reptilian monster that inhabits grassland. Its atrophied wings are too feeble for flying. Belches fire and beats its wings to produce shockwaves."
60471,"Red Wyvern","en_60471",60471,2,"Enemy/en_60471",1,0,28,196,218,156,59,156,59,139,119,0,94,0,60471,208,218,158,59,158,59,139,122,0,94,0,60471,0,1,4,0,"Dappled Forest","Sparklestone",5,1,"","","","","","","","","","A subspecies of wyvern that inhabits forests. Its atrophied wings are too feeble for flying. Belches fire and beats its wings to produce shockwaves."
60480,"Gigas","en_60480",60480,2,"Enemy/en_60480",1,0,39,299,272,246,92,201,74,121,135,0,129,0,60480,317,272,251,92,205,74,121,140,0,129,0,60480,0,1,4,0,"The Den of the Dunes","Quality Healing Herb",10,1,"Gigas",5,0,"","","","","","","A race of giants that inhabits the desert. They have their own metalworking and leatherworking techniques."
60481,"Jotunn","en_60481",60481,2,"Enemy/en_60481",1,0,49,383,333,307,118,251,94,103,167,0,159,0,60481,406,333,315,118,257,94,103,175,0,159,0,60481,0,1,4,0,"The Whitecrowns","Rune of Reckless Slash",7,1,"","","","","","","","","","A subspecies of gigas that inhabits the Whitecrowns. They have their own metalworking and leatherworking techniques."
60490,"Sky Sahagin","en_60490",60490,2,"Enemy/en_60490",1,0,19,113,125,109,46,109,46,104,89,0,71,0,60490,120,125,110,46,110,46,104,91,0,71,0,60490,0,1,4,0,"The Greatwood","Rune of Skill",3,1,"Wind Beigoma",8,0,"","","","","","","A subspecies of sahagin that inhabits the Greatwood. Swoops down to attack."
60491,"Sonic rider","en_60491",60491,2,"Enemy/en_60491",1,0,41,237,263,240,71,196,71,157,152,0,144,0,60491,251,263,245,71,200,71,157,158,0,144,0,60491,0,1,4,0,"Great Sandy Sea","","","","","","","","","","","","","A subspecies of sahagin that inhabits the Great Sandy Sea. Swoops down to attack. Rumored to be able to fly faster than sound."
60500,"Shadow Unicorn","en_60500",60500,2,"Enemy/en_60500",1,0,22,104,115,124,38,101,38,91,92,0,90,0,60500,110,115,125,38,102,38,91,94,0,90,0,60500,0,1,4,0,"The Greatwood","Rune of Sidewinder",5,1,"","","","","","","","","","A beast-monster that inhabits the area around the Proving Grounds. Has a habit of shooting its horn at travelers."
60501,"Carbuncle","en_60501",60501,2,"Enemy/en_60501",1,0,42,272,272,208,78,254,108,123,144,0,138,0,60501,288,272,212,78,259,108,123,150,0,138,0,60501,0,1,4,0,"Norristar","Magic Drop",3,1,"Carbuncle",5,0,"","","","","","","A beast-monster that inhabits cold regions. Has a habit of using light-magic to play tricks on travelers."
60510,"Titan Slug","en_60510",60510,2,"Enemy/en_60510",1,0,13,165,83,79,40,79,33,52,38,0,39,0,60510,175,83,80,40,80,33,52,38,0,39,0,60510,0,1,4,0,"Abandoned Mine","Anti-Poison Beads",5,1,"Titan Slug",5,0,"","","","","","","A molluscoid monster that inhabits tunnels. Preys on humans, rabbits, and sahagin by spewing corrosive digestive juices over them."
60511,"Salt Slug","en_60511",60511,2,"Enemy/en_60511",1,0,33,472,236,173,68,173,68,83,85,0,81,0,60511,500,236,176,68,176,68,83,88,0,81,0,60511,0,1,4,0,"Hishahn Old Town","","","","","","","","","","","","","A subspecies of giant slug that inhabits shore areas. Preys on humans, rabbits, and sahagin by spewing corrosive digestive juices over them."
60520,"Army Beetle","en_60520",60520,2,"Enemy/en_60520",1,0,20,167,119,105,61,105,61,54,55,0,53,0,60520,177,119,106,61,106,61,54,56,0,53,0,60520,0,1,4,0,"Around Headquarters","Anti-Poison Beads",5,1,"","","","","","","","","","Grassland monster. Attacks humans with its formidable jaws. Males fight each other with their prized horns for dominance."
60521,"Goldbug","en_60521",60521,2,"Enemy/en_60521",1,0,34,223,223,152,74,152,74,66,111,0,107,0,60521,236,223,155,74,155,74,66,115,0,107,0,60521,0,1,4,0,"Bounty Hill","","","","","","","","","","","","","A subspecies of army beetle that inhabits deep forest. Prized by enthusiasts for its brilliant gold color: specimens fetch a high price."
60530,"Desert Killer","en_60530",60530,2,"Enemy/en_60530",1,0,41,268,268,222,91,222,91,134,113,0,108,0,60530,284,268,227,91,227,91,134,118,0,108,0,60530,0,1,4,0,"Great Sandy Sea","Unknown Pocket-Watch",10,1,"Unknown Pocket-Watch",5,0,"","","","","","","Sea monster in the Great Sandy Sea, claimed many fishermen's lives. Tough scales prized for construction, but its flesh is dry and unappetizing."
60540,"Flying Egg","en_60540",60540,2,"Enemy/en_60540",1,0,41,220,245,187,71,229,71,148,158,0,152,0,60540,233,245,191,71,234,71,148,164,0,152,0,60540,0,1,4,0,"Great Sandy Sea","Promising Egg",5,1,"","","","","","","","","","A mutant species of eggfoot that inhabits the Great Sandy Sea. Cannot be entered in eggfoot races as flying is against the rules."
60541,"Qualasmi","en_60541",60541,2,"Enemy/en_60541",1,0,47,1932,322,270,114,270,114,180,136,0,130,0,60541,2087,322,276,114,276,114,180,142,0,130,0,60541,0,1,4,0,"Bounty Hill","Promising Egg",5,1,"Champion Egg",3,0,"","","","","","","A subspecies of flying egg. Cannot be entered in eggfoot races as flying is against the rules."
60550,"Sandworm","en_60550",60550,2,"Enemy/en_60550",1,0,34,239,217,190,71,156,57,100,124,0,119,0,60550,253,217,193,71,159,57,100,128,0,119,0,60550,0,1,4,0,"Shandar Ridge","Antivenom Herb",10,1,"","","","","","","","","","A worm-monster that inhabits deserts and rocky ridges. Tends to gather wherever there is carrion. Attempts to bite if it smells blood."
60551,"Scavenger","en_60551",60551,2,"Enemy/en_60551",1,0,39,259,259,213,88,213,88,128,108,0,103,0,60551,275,259,217,88,217,88,128,112,0,103,0,60551,0,1,4,0,"The Den of the Dunes","Unknown Coin",10,1,"Unknown Coin",5,0,"","","","","","","A subspecies of sandworm that inhabits deserts and rocky ridges. Tends to gather wherever there is carrion. Attempts to bite if it smells blood."
60560,"Yellow Slime","en_60560",60560,2,"Enemy/en_60560",1,0,23,128,128,125,53,125,53,84,67,0,66,0,60560,136,128,126,53,126,53,84,69,0,66,0,60560,0,1,4,0,"Proving Grounds","Quality Healing Herb",10,1,"","","","","","","","","","Barrow-dwelling aether slime subspecies. Dissolves and absorbs anything that crosses its path. Can vibrate its body to boost its resistance to magic."
60570,"Scarab","en_60570",60570,2,"Enemy/en_60570",1,0,38,268,268,189,100,189,100,80,141,0,135,0,60570,284,268,193,100,193,100,80,146,0,135,0,60570,0,1,4,0,"Eastern Desert","Unknown Antique",8,1,"Unknown Antique",4,0,"","","","","","","A subspecies of army beetle that inhabits the desert. Eats sandworms. Antiques are occasionally found snagged on its horns."
60580,"Sand Lizard","en_60580",60580,2,"Enemy/en_60580",1,0,34,198,221,194,58,159,58,136,141,0,134,0,60580,210,221,197,58,162,58,136,146,0,134,0,60580,0,1,4,0,"Shandar Ridge","Peridot Brooch",5,1,"","","","","","","","","","A subspecies of lizard that inhabits the Shandar Ridge. Ferociously seizes any chance to bite. Does not take damage while hiding underground."
60590,"Snow Wolf","en_60590",60590,2,"Enemy/en_60590",1,0,42,235,261,245,77,200,77,164,169,0,162,0,60590,249,261,250,77,204,77,164,176,0,162,0,60590,0,1,4,0,"Norristar","","","","","","","","","","","","","A subspecies of hellhound that inhabits cold regions. Savages its prey with its razor-sharp claws and fangs."
60600,"Frost Slime","en_60600",60600,2,"Enemy/en_60600",1,0,43,209,261,200,87,267,116,109,123,0,118,0,60600,222,261,204,87,273,116,109,128,0,118,0,60600,0,1,4,0,"Ice Cave","Topaz Brooch",5,1,"","","","","","","","","","Cold region aether slime subspecies. Dissolves and absorbs anything that crosses its path. Can freeze its body to boost its resistance to magic."
60610,"Assault Tiger","en_60610",60610,2,"Enemy/en_60610",1,0,48,334,304,282,110,230,88,142,160,0,153,0,60610,354,304,289,110,236,88,142,168,0,153,0,60610,0,1,4,0,"The Whitecrowns","Assault Tiger",5,0,"","","","","","","","","","A beast-monster that inhabits the Whitecrowns and preys on other creatures. Relentlessly attacks travelers."
60620,"Ice Golem","en_60620",60620,2,"Enemy/en_60620",1,0,44,669,334,253,109,253,109,122,112,0,107,100,60620,709,334,259,109,259,109,122,117,0,107,100,60620,0,1,4,0,"Ice Cave","Rune of Currents",2,1,"","","","","","","","","","A monster that inhabits cold regions. Nobody knows how long it has existed. Aimlessly roams the snowy plains, assailing anything that moves."
60630,"Snow Boxer","en_60630",60630,2,"Enemy/en_60630",1,0,48,266,295,277,87,227,87,186,173,0,165,0,60630,282,295,284,87,232,87,186,181,0,165,0,60630,0,1,4,0,"Snowpeak Pass","Peridot Brooch",7,1,"Snow Boxer",5,0,"","","","","","","A warrior that inhabits the extreme north. Closes in with agile footwork and targets vital points with precise punches. Beware of its right cannon."
60640,"Azhdahag","en_60640",60640,2,"Enemy/en_60640",1,0,56,1948,390,289,169,289,169,202,195,0,186,0,60640,2104,390,297,169,297,169,202,206,0,186,0,60640,22,1,4,0,"Chelonian Goliath, Vilashnu","Challenger's Belt",100,0,"Azhdahag",3,0,"","","","","","","A dragon in the Chelonian Goliath, Vilashnu. This vicious, malevolent creature has earned the epithet ""Raging Slayer"" on the continent."
60641,"Heavy Modified Specimen B_1929","en_60641",60641,2,"Enemy/en_60641",3,2,42,1409,282,225,110,225,110,101,135,0,73,0,60641,1522,282,230,110,230,110,101,141,0,73,0,60641,22,1,4,0,"Blocked Highway","Challenger's Belt",100,0,"Superior Revival Medicine",100,0,"","","","","","","A weapon born from Dux Aldric's research. Created by melding an Azhdahag with a rune-lens in an attempt to make a controllable specimen."
60650,"Flame Gel","en_60650",60650,2,"Enemy/en_60650",1,0,38,233,259,192,70,234,70,154,149,0,142,0,60650,247,259,196,70,238,70,154,155,0,142,0,60650,0,1,4,0,"Eastern Desert","Tanzanite Brooch",5,1,"Fire Beigoma",8,0,"","","","","","","A subspecies of grimeoid that inhabits deserts. Attacks by spewing flames."
60651,"Grimeoid","en_60651",60651,2,"Enemy/en_60651",1,0,30,201,201,161,60,161,60,99,89,0,86,0,60651,213,201,163,60,163,60,99,92,0,86,0,60651,0,1,4,0,"Norristar","Grimeoid",8,0,"","","","","","","","","","A slime monster that inhabits shore areas. Attacks by spewing venom."
60660,"Salamander","en_60660",60660,2,"Enemy/en_60660",1,0,36,229,229,162,58,198,80,104,131,0,125,0,60660,243,229,165,58,202,80,104,136,0,125,0,60660,0,1,4,0,"Shandar Ridge","","","","","","","","","","","","","A reptilian monster that emits great heat from its skin. Some species feed on ore, which they melt and absorb using their high body temperature."
60670,"Ripper Raptor","en_60670",60670,2,"Enemy/en_60670",1,0,53,310,344,322,99,264,99,215,200,0,191,0,60670,329,344,331,99,271,99,215,211,0,191,0,60670,0,1,4,0,"Imperial Army Headquarters","","","","","","","","","","","","","A reptilian monster that inhabits grassland. Travels in packs and seizes prey with its sharp claws."
60671,"Synthetic Specimen R_0901","en_60671",60671,2,"Enemy/en_60671",1,2,57,355,395,302,129,302,129,266,218,0,170,0,60671,376,395,311,129,311,129,266,230,0,170,0,60671,0,1,4,0,"Gardhaven Castle","Lethal Necklace",3,1,"","","","","","","","","","A weapon born from Dux Aldric's research, mass-produced by melding ripper raptors with rune-lenses to yield controllable specimens."
60680,"Veronite","en_60680",60680,2,"Enemy/en_60680",1,0,34,229,229,180,73,180,73,116,105,0,100,0,60680,243,229,183,73,183,73,116,109,0,100,0,60680,0,1,4,0,"Shandar Ridge","","","","","","","","","","","","","An arthropod monster endemic to deserts and rocky ridges. Well-camouflaged to hide amid the sandy wastes. Resistant to surkkamui venom."
60690,"Carcasseater","en_60690",60690,2,"Enemy/en_60690",1,0,7,50,50,56,18,53,18,36,41,0,29,0,60690,52,50,56,18,53,18,36,41,0,29,0,60690,0,1,4,0,"Grum County","","","","","","","","","","","","","A monster that inhabits grassland and tunnels. Seizes prey with its sharp pincers. If this pest proliferates, it devours all surrounding fauna."
60691,"Maneater","en_60691",60691,2,"Enemy/en_60691",1,0,19,107,119,129,41,105,41,92,86,0,84,0,60691,113,119,130,41,106,41,92,88,0,84,0,60691,0,1,4,0,"Material Dungeon (Forest)","Rune of Quick Slash",3,1,"","","","","","","","","","A subspecies of carcass eater that inhabits forests. Seizes prey with its sharp pincers. If this pest proliferates, it devours all surrounding fauna."
60700,"Nidhoggr","en_60700",60700,2,"Enemy/en_60700",1,0,56,2041,408,302,177,302,177,211,195,0,186,0,60700,2204,408,310,177,310,177,211,206,0,186,0,60700,0,1,4,0,"Chelonian Goliath, Vilashnu","Rune of Arcane Magic",5,1,"Nidhoggr",3,0,"","","","","","","A rare dragon that inhabits the Chelonian Goliath, Vilashnu. This ancient species has earned the epithet ""Champion of the Sun"" on the continent."
60701,"Synthetic Specimen R_0812","en_60701",60701,2,"Enemy/en_60701",3,2,42,1753,292,220,102,220,102,126,135,0,75,0,60701,1893,292,225,102,225,102,126,141,0,75,0,60701,0,1,4,0,"Blocked Highway","Sphene Bangle",100,0,"Recovery Incense",100,0,"Superior Revival Medicine",100,0,"","","","A weapon born from Dux Aldric's research. Created by melding a nidhoggr with a rune-lens in an attempt to make a controllable specimen."
60710,"Spy Orb","en_60710",60710,2,"Enemy/en_60710",1,2,23,121,134,127,50,127,50,117,100,0,79,0,60710,128,134,128,50,128,50,117,102,0,79,0,60710,0,1,4,0,"Proving Grounds","","","","","","","","","","","","","A type of Rune Golem seen in the Runebarrows. Only a weak scout, but will attack intruders inside the barrows."
60711,"Spy Orb","en_60711",60711,2,"Enemy/en_60711",1,2,5,24,27,39,13,43,13,29,33,0,33,0,60711,25,27,39,13,43,13,29,33,0,33,0,60711,0,1,4,0,"Northern Runebarrows","","","","","","","","","","","","","A type of Rune Golem sighted in the Northern Barrows. Only a weak scout, but will attack intruders inside the barrows. Covered in moss."
60712,"Mine Orb","en_60712",60712,2,"Enemy/en_60712",1,2,56,315,371,284,121,332,161,202,137,0,167,0,60712,334,371,292,121,341,161,202,145,0,167,0,60712,0,1,4,0,"Gardhaven Castle","Shoes of Flight",3,1,"","","","","","","","","","A type of Rune Golem originally seen in the Runebarrows. This dreadful golem attempts to kill intruders by self-destructing in a kamikaze attack."
60720,"Murdersoul","en_60720",60720,2,"Enemy/en_60720",1,2,36,209,232,169,60,207,100,139,130,0,124,0,60720,222,232,172,60,211,100,139,135,0,124,0,60720,0,1,4,0,"The Rune-Lens Research Lab","Magic Drop",3,1,"","","","","","","","","","An elemental monster seen in the Rune-Lens Research Laboratory. Exceedingly resistant to all forms of magic except its elemental weakness."
60721,"Aquasoul","en_60721",60721,2,"Enemy/en_60721",1,0,33,209,209,169,68,169,68,104,94,0,90,0,60721,222,209,172,68,172,68,104,97,0,90,0,60721,0,1,4,0,"Hishahn Old Town","Rune of Water Enchantment",5,1,"","","","","","","","","","An element monster seen in shore areas. Exceedingly resistant to all forms of magic except its elemental weakness."
60722,"Ice-soul","en_60722",60722,2,"Enemy/en_60722",1,0,43,229,254,180,65,220,65,155,144,0,138,0,60722,243,254,184,65,225,65,155,150,0,138,0,60722,0,1,4,0,"Ice Cave","Unknown Coin",5,1,"Unknown Coin",3,0,"","","","","","","An element monster seen in cold regions. Exceedingly resistant to all forms of magic except its elemental weakness."
60723,"Xibalba","en_60723",60723,2,"Enemy/en_60723",1,0,52,317,352,268,114,268,114,236,194,0,151,0,60723,336,352,275,114,275,114,236,204,0,151,0,60723,0,1,4,0,"Castle Harganthia","Unknown Pocket-Watch",1,1,"Unknown Pocket-Watch",2,0,"Unknown Pocket-Watch",3,0,"Xibalba",5,0,"An element monster seen in revenant castles. Exceedingly resistant to all forms of magic except its elemental weakness."
60730,"Nikkari","en_60730",60730,2,"Enemy/en_60730",1,3,33,258,234,202,70,165,56,104,111,0,107,0,60730,273,234,205,70,168,56,104,115,0,107,0,60730,0,1,4,0,"Hishahn Old Town","Rune of Quick Slash",7,1,"Rune of Reckless Slash",3,0,"","","","","","","Shore spirit monster. The Nikkari is a specter animated by the soul of a warrior. Its slashing strike can reputedly cleave a tombstone in two."
60740,"Lesser Demon","en_60740",60740,2,"Enemy/en_60740",1,2,37,320,257,215,84,185,67,128,128,0,122,0,60740,339,257,219,84,188,67,128,133,0,122,0,60740,0,1,4,0,"Rune-Lens Research Lab","Rune of Inferno",2,1,"","","","","","","","","","A higher species of pawn demon. Demons themselves are very seldom sighted. Origin unknown."
60741,"Arch-Demon","en_60741",60741,2,"Enemy/en_60741",1,2,58,414,376,352,164,272,164,176,198,0,189,0,60741,439,376,362,164,280,164,176,209,0,189,0,60741,0,1,4,0,"Gardhaven Castle","Rune of Impregnable Defense",3,1,"Unknown Antique",3,0,"Unknown Antique",1,0,"Arch-Demon",3,0,"A subspecies of the very rarely sighted lesser demon. Higher species of demons are said to have smaller bodies."
60750,"Dragon Viper","en_60750",60750,2,"Enemy/en_60750",1,0,39,279,254,220,81,180,65,116,131,0,125,0,60750,296,254,224,81,184,65,116,136,0,125,0,60750,0,1,4,0,"The Eldroad","Petrification Cure",10,1,"Dragon Viper",5,0,"","","","","","","A reptilian monster that inhabits the depths of the Greatwood. Pounces on prey and attempts to swallow it whole."
60760,"Angry Bat","en_60760",60760,2,"Enemy/en_60760",1,0,9,68,76,70,27,64,27,62,53,0,44,0,60760,71,76,70,27,64,27,62,53,0,44,0,60760,0,1,4,0,"Abandoned Mine","Angry Bat",8,0,"","","","","","","","","","Tunnel small flying monster. Generally has a timid disposition and feeds on insects and small animals, but angrily attacks any humans it sees."
60761,"Gourmand Bat","en_60761",60761,2,"Enemy/en_60761",1,0,19,107,119,105,46,105,46,100,86,0,68,0,60761,113,119,106,46,106,46,100,88,0,68,0,60761,0,1,4,0,"Bounty Hill","Rune of Skill",3,1,"","","","","","","","","","A subspecies of angry bat that inhabits forests. Enjoys feeding on ripe fruit. May attack humans when startled."
60762,"Tundra Bat","en_60762",60762,2,"Enemy/en_60762",1,0,41,324,281,256,96,210,76,84,141,0,135,0,60762,343,281,261,96,214,76,84,147,0,135,0,60762,0,1,4,0,"Around Norristar","Paralysis Cure",10,1,"","","","","","","","","","A subspecies of angry bat that inhabits cold regions.
Has a placid disposition and feeds on frozen prey. May attack humans when startled."
60770,"Surkkamui","en_60770",60770,2,"Enemy/en_60770",3,0,39,4187,4187,194,72,194,117,158,176,0,168,100,60770,4522,4187,198,72,198,117,158,183,0,168,100,60770,0,1,4,0,"Shandar Ridge","Rune of Poison Immunity",100,0,"Spirit Medicine",100,0,"","","","","","","A reptilian monster endemic to Shandar Ridge. Preys on the Shandar sand lizard, weakening its target by spitting a potent venom."
60780,"Bloodleech","en_60780",60780,2,"Enemy/en_60780",1,0,19,125,125,103,56,103,56,48,81,0,79,0,60780,133,125,104,56,104,56,48,83,0,79,0,60780,0,1,4,0,"Material Dungeon (Forest)","Sunstone Ring",5,1,"","","","","","","","","","A worm-like monster that inhabits forests. Whirls as it leaps to latch on its prey and feasts on its blood."
60790,"Hardknock","en_60790",60790,2,"Enemy/en_60790",1,2,23,147,134,155,56,127,45,81,91,0,88,0,60790,156,134,157,56,128,45,81,93,0,88,0,60790,0,1,4,0,"Proving Grounds","","","","","","","","","","","","","A type of Rune Golem seen in the Runebarrows. Beats intruders to death with arms."
60791,"Protoguard","en_60791",60791,2,"Enemy/en_60791",1,2,36,210,227,210,100,165,66,90,91,0,88,30,60791,223,227,214,100,168,66,90,94,0,88,30,60791,0,1,4,0,"The Rune-Lens Research Lab","Sunstone Ring",10,1,"","","","","","","","","","An upgraded Hardknock seen in the Rune-Lens Research Laboratory. Beats intruders to death with arms."
60800,"Samurai-Revenant","en_60800",60800,2,"Enemy/en_60800",3,3,53,4856,5395,272,104,272,104,203,184,0,143,0,60800,5244,5395,279,104,279,104,203,194,0,143,0,60800,0,1,4,0,"Athrabalt","Rune of Armor Pierce",100,0,"","","","","","","","","","A revenant that was once a master swordsman from the East Reach. Cleaves enemies in two with its quick-draw technique."
60810,"Maiden-Revenant","en_60810",60810,2,"Enemy/en_60810",3,3,53,4211,5264,262,102,349,136,120,128,0,122,0,60810,4548,5264,269,102,358,136,120,135,0,122,0,60810,0,1,4,0,"Athrabalt","Rune of the Abyss",100,0,"","","","","","","","","","Renowned dancer turned revenant, hailing from a mage family with hair manipulation abilities. Able to cast multiple spells simultaneously."
60820,"Spookybear-Revenant","en_60820",60820,2,"Enemy/en_60820",3,3,51,1668,334,341,123,256,98,140,123,0,118,0,60820,1801,334,350,123,263,98,140,129,0,118,0,60820,0,1,4,0,"Athrabalt","","","","","","","","","","","","","A giant murderous plush toy summoned by a blue teddy bear that was possessed by the soul of a child that died a tragic death."
60821,"Spookybear-Revenant","en_60821",60821,2,"Enemy/en_60821",3,3,52,4228,5285,356,138,267,103,122,131,0,125,0,60821,4566,5285,365,138,274,103,122,138,0,125,0,60821,0,1,4,0,"Athrabalt","Rune of Cheap Shot",100,0,"","","","","","","","","","The true nature of the giant murderous plush toy summoned by a blue teddy bear that was possessed by the soul of a child that died a tragic death."
60830,"Watercat","en_60830",60830,2,"Enemy/en_60830",1,2,38,544,272,201,83,201,83,94,95,0,90,0,60830,577,272,205,83,205,83,94,99,0,90,0,60830,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A giant teddy bear that was once popular in the Old Kingdom. It grew to hate humans and became violent."
60831,"Firecat","en_60831",60831,2,"Enemy/en_60831",1,2,38,259,259,213,88,213,88,128,108,0,103,0,60831,275,259,217,88,217,88,128,112,0,103,0,60831,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A giant teddy bear that was once popular in the Old Kingdom. It grew to hate humans and became violent."
60832,"Windcat","en_60832",60832,2,"Enemy/en_60832",1,2,38,233,259,192,79,192,79,166,149,0,116,0,60832,247,259,196,79,196,79,166,155,0,116,0,60832,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A colorful members of the Multi Cat, harnessing the power of wind. Puts on a cute facade, but a feisty fighter."
60833,"Earthcat","en_60833",60833,2,"Enemy/en_60833",1,2,38,272,259,224,106,192,70,115,135,0,129,0,60833,288,259,228,106,196,70,115,140,0,129,0,60833,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A colorful members of the Multi Cat, harnessing the power of wind. Puts on a cute facade, but a feisty fighter."
60834,"Darkcat","en_60834",60834,2,"Enemy/en_60834",1,2,38,245,233,201,95,173,63,104,135,0,129,0,60834,260,233,205,95,176,63,104,140,0,129,0,60834,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A colorful members of the Multi Cat, harnessing the power of wind. Puts on a cute facade, but a feisty fighter."
60835,"Lightcat","en_60835",60835,2,"Enemy/en_60835",1,2,38,285,285,234,97,234,97,141,108,0,103,0,60835,302,285,238,97,238,97,141,112,0,103,0,60835,0,1,4,0,"Runebarrows","Unknown Coin",5,1,"Unknown Coin",3,0,"Unknown Coin",2,0,"","","","A colorful members of the Multi Cat, harnessing the power of wind. Puts on a cute facade, but a feisty fighter."
60840,"Greedtoy","en_60840",60840,2,"Enemy/en_60840",1,2,24,140,140,152,60,152,60,96,78,0,75,0,60840,148,140,154,60,154,60,96,80,0,75,0,60840,0,1,4,0,"Runebarrows","Magic Drop",3,1,"","","","","","","","","","A colorful members of the Multi Cat, harnessing the power of wind. Puts on a cute facade, but a feisty fighter."
60850,"Sonic Wolf","en_60850",60850,2,"Enemy/en_60850",1,0,49,300,333,251,106,251,106,224,184,0,143,0,60850,318,333,257,106,257,106,224,193,0,143,0,60850,0,1,4,0,"Runebarrows","","","","","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60860,"Borschy","en_60860",60860,2,"Enemy/en_60860",1,2,39,214,268,200,73,233,100,107,99,0,122,0,60860,227,268,204,73,238,100,107,103,0,122,0,60860,0,1,4,0,"Runebarrows","Magic Drop",3,1,"","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60870,"Goblomancer","en_60870",60870,2,"Enemy/en_60870",3,0,59,3985,443,303,170,303,204,228,261,0,192,0,60870,4304,443,312,170,312,204,228,276,0,192,0,60870,0,1,4,0,"Runebarrows","Rune of the Mage's Path",100,0,"","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60880,"Trovegeist","en_60880",60880,2,"Enemy/en_60880",1,2,39,400,286,218,123,218,123,101,101,0,97,0,60880,424,286,222,123,222,123,101,105,0,97,0,60880,0,1,4,0,"Runebarrows","Unknown Antique",5,1,"Unknown Antique",3,0,"Unknown Antique",1,0,"","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
60890,"Jellysalis","en_60890",60890,2,"Enemy/en_60890",1,0,48,304,304,230,88,282,121,142,160,0,153,0,60890,322,304,236,88,289,121,142,168,0,153,0,60890,0,1,4,0,"Runebarrows","Magic Drop",3,1,"","","","","","","","","","A monster from another world that is distressed by its inability to find its way home. It has remarkable agility and attacks anything that approaches."
